Asset,FF_Factor,Beta,T_Stat,R2,N_Obs
US_MC_Growth,Mkt-RF,1.0694310986769313,36.274181711533465,0.8780826426049555,246
US_MC_Growth,SMB,0.953076793064765,7.618172330283199,0.24794591508704533,246
US_MC_Growth,HML,0.20880101799219247,1.3626502183323193,0.017412708200876037,246
US_MC_Growth,RMW,-0.5276291623833763,-2.415801430094572,0.04341688555870937,246
US_MC_Growth,CMA,-0.3639602303265063,-2.0264119041450503,0.019996165233380103,246
US_SC_Blend,Mkt-RF,1.1339865056458174,31.259575153614023,0.7993210638840085,246
US_SC_Blend,SMB,1.4697855601192862,12.608008775305738,0.47740265640116564,246
US_SC_Blend,HML,0.5808641529145703,3.4258968793439415,0.10910030391767433,246
US_SC_Blend,RMW,-0.6621615783204926,-2.781936174929928,0.055361104941459405,246
US_SC_Blend,CMA,-0.02978100614238306,-0.15947535888099282,0.0001083910185148973,246
US_SC_Value,Mkt-RF,1.1661488762808607,24.032098968604434,0.7596406767467971,246
US_SC_Value,SMB,1.5701138607951795,12.351468653732438,0.4895915398689116,246
US_SC_Value,HML,0.7652106456743293,4.435805471845258,0.17015062436129758,246
US_SC_Value,RMW,-0.6506774160406972,-2.6162977825917233,0.04803999931209524,246
US_SC_Value,CMA,0.15520478559326634,0.8218528161454567,0.0026455715542876845,246
US_SC_Growth,Mkt-RF,1.111727984670879,36.212767286952705,0.805627840022712,246
US_SC_Growth,SMB,1.3822577433787897,12.249896719293059,0.4427788282426688,246
US_SC_Growth,HML,0.40570946493836446,2.3519473171961764,0.05581346609564508,246
US_SC_Growth,RMW,-0.6696738072764981,-2.898763987728051,0.05937933445557675,246
US_SC_Growth,CMA,-0.2164204343859498,-1.1400608078987866,0.006002649686173922,246
Intl_LC_Blend,Mkt-RF,0.9356182021395691,19.894957913852416,0.7367936852213324,246
Intl_LC_Blend,SMB,0.4816938536084265,3.6187142914494226,0.06943239944036406,246
Intl_LC_Blend,HML,0.30567335139320584,2.1710613034408137,0.04091052495129799,246
Intl_LC_Blend,RMW,-0.3560480973603334,-1.5874212977276743,0.021673907684430338,246
Intl_LC_Blend,CMA,-0.12128683076647834,-0.8174965701301087,0.0024343608040112708,246
Intl_LC_Value,Mkt-RF,0.9390253224869041,15.100099972760095,0.6557893129893372,246
Intl_LC_Value,SMB,0.563855878795475,3.684650986181171,0.08406541212419816,246
Intl_LC_Value,HML,0.5397766790693138,3.8687274375668776,0.11272215572854083,246
Intl_LC_Value,RMW,-0.3408125011320478,-1.4904040450024638,0.017547371473363382,246
Intl_LC_Value,CMA,0.11806917614712441,0.8105197917775436,0.002038411557106601,246
Intl_LC_Growth,Mkt-RF,0.9437556254484171,22.567557221398534,0.7502496739673721,246
Intl_LC_Growth,SMB,0.41625382394965044,3.2516905169786887,0.05188891323679801,246
Intl_LC_Growth,HML,0.07779102885812371,0.5166525930414082,0.0026516552794848547,246
Intl_LC_Growth,RMW,-0.3896179910978116,-1.673777628804073,0.02597383182696933,246
Intl_LC_Growth,CMA,-0.3706858977081569,-2.276378704783815,0.022756628362823994,246
Intl_MidSmall_Blend,Mkt-RF,1.0078944008573447,20.151719273832903,0.7369324616923085,222
Intl_MidSmall_Blend,SMB,0.6559352295043211,4.340003655335267,0.1071876898078522,222
Intl_MidSmall_Blend,HML,0.2830976402105808,1.747834907280345,0.03025418152614001,222
Intl_MidSmall_Blend,RMW,-0.4364821011058149,-1.7856926471974832,0.02821088848549591,222
Intl_MidSmall_Blend,CMA,-0.249644603657248,-1.3783016163683364,0.008832591731057882,222
Intl_Small_Value,Mkt-RF,0.9417794351834159,15.941567447823624,0.6836928331601569,240
Intl_Small_Value,SMB,0.6249424123748331,4.15807591912517,0.10429151078447951,240
Intl_Small_Value,HML,0.3732851287999936,2.391338907433855,0.05588284092055207,240
Intl_Small_Value,RMW,-0.3766396668732762,-1.5900265632761175,0.022217565851641807,240
Intl_Small_Value,CMA,-0.11951380087715081,-0.7483519557034002,0.0021623908874385256,240
EM_Broad,Mkt-RF,0.7638943641671461,12.253236148601289,0.468319627199437,164
EM_Broad,SMB,0.3469279973151692,2.0513304156715515,0.04261653413836286,164
EM_Broad,HML,0.1294109437391523,0.8871935748148696,0.008882005550314043,164
EM_Broad,RMW,-0.10217975212142971,-0.5017425081920169,0.0022637163618705047,164
EM_Broad,CMA,-0.1017547402948385,-0.779442419038807,0.0023123534424227543,164
EM_Value,Mkt-RF,0.8745966474911181,13.500203953580575,0.5397675810787047,227
EM_Value,SMB,0.5499907008504659,3.1924700426306076,0.07330809791724902,227
EM_Value,HML,0.4186304016466083,3.0780770288046377,0.06423517575531179,227
EM_Value,RMW,-0.2763656090543467,-1.2496667083878696,0.010971602085917187,227
EM_Value,CMA,0.03388745662205312,0.2327092690209132,0.0001587049128674023,227
EM_Small,Mkt-RF,0.8660696340131545,12.005741228868153,0.555385755334117,178
EM_Small,SMB,0.4793452203116237,2.5158905283292037,0.07041169904112199,178
EM_Small,HML,0.1600951656025542,0.9326640463506227,0.011567431014217533,178
EM_Small,RMW,-0.15424796536199087,-0.8031209235694103,0.004511868018412524,178
EM_Small,CMA,-0.18902050501790404,-1.4724055148461517,0.006927694120564931,178
US_IG_Short,Mkt-RF,0.08231948601968586,4.363183397728793,0.2338156193094576,199
US_IG_Short,SMB,0.03783253088206537,1.355723626034991,0.019825670233762804,199
US_IG_Short,HML,-0.00590895568350579,-0.23304186304066424,0.0006795560830119562,199
US_IG_Short,RMW,0.023488906998775105,0.7669530236474065,0.004551209512243859,199
US_IG_Short,CMA,-0.04874755630833843,-1.7583102998444822,0.01975820273242823,199
US_IG_Intermediate,Mkt-RF,0.180375203250892,4.171812819711998,0.20447651108093257,199
US_IG_Intermediate,SMB,0.05715107843559886,0.9145608210431407,0.008240764203298112,199
US_IG_Intermediate,HML,-0.05251398615321283,-0.8995833962701091,0.009776318672489737,199
US_IG_Intermediate,RMW,0.05005238221418725,0.6723963864271606,0.003764196239654849,199
US_IG_Intermediate,CMA,-0.13400497947283788,-2.0717335086966937,0.027196007443363812,199
US_IG_Long,Mkt-RF,0.2854627763550465,3.8694270084196085,0.15696534690466402,199
US_IG_Long,SMB,0.024501795127581365,0.25272049897331816,0.00046422603200035883,199
US_IG_Long,HML,-0.13090461996470357,-1.4684062502256423,0.01861874403780328,199
US_IG_Long,RMW,0.04188589450713502,0.3149963100734109,0.0008079293686394928,199
US_IG_Long,CMA,-0.2152786775640707,-1.8501626213295568,0.021511979050899632,199
US_HY_Short,Mkt-RF,0.28824076789195563,7.837112125365794,0.6308935841805585,152
US_HY_Short,SMB,0.17668462697496587,2.600907598032571,0.1052729581468933,152
US_HY_Short,HML,0.08633796150067927,1.2373449319949221,0.03794219851233782,152
US_HY_Short,RMW,0.017951124907538682,0.27514762363185735,0.0006620377375818887,152
US_HY_Short,CMA,-0.05555485175664149,-1.274333347588373,0.006603191623425708,152
US_HY_Broad,Mkt-RF,0.4710599494789355,10.586581985118585,0.5438702814415265,230
US_HY_Broad,SMB,0.3588629716800186,3.4032638330311986,0.10826825065411427,230
US_HY_Broad,HML,0.150992261011244,1.8902965005758348,0.02898111128141234,230
US_HY_Broad,RMW,-0.18091204021617396,-1.4716636401957648,0.01624166307259234,230
US_HY_Broad,CMA,-0.11189552363184428,-1.253756694596886,0.005986441983018009,230
EM_Debt_USD_Broad,Mkt-RF,0.42259082033594575,7.466885265579672,0.35836531341716726,222
EM_Debt_USD_Broad,SMB,0.20578920836213005,1.8574389878133375,0.02918477952662435,222
EM_Debt_USD_Broad,HML,0.07058262025612873,0.6781431838381794,0.005202315540165703,222
EM_Debt_USD_Broad,RMW,-0.002477350749039784,-0.022241766299744344,2.513894868494404e-06,222
EM_Debt_USD_Broad,CMA,-0.1630332940499696,-1.797421463388618,0.010420405631244134,222
EM_Debt_Local_Broad,Mkt-RF,0.4093528855744834,8.809124951118186,0.29449093399033766,191
EM_Debt_Local_Broad,SMB,0.14617035526369251,1.299389598759066,0.015188546115064594,191
EM_Debt_Local_Broad,HML,0.0785075830799473,0.81410540991507,0.006324584005895195,191
EM_Debt_Local_Broad,RMW,0.003292382665432565,0.028446353360508072,4.814127579244598e-06,191
EM_Debt_Local_Broad,CMA,-0.013193369929959379,-0.14474567317964954,7.697726887367917e-05,191
EM_Debt_Local_Alt,Mkt-RF,0.34128805102148163,6.2473285823180875,0.2374982016894367,176
EM_Debt_Local_Alt,SMB,0.09891565248846146,0.8827966164136084,0.008594955731675236,176
EM_Debt_Local_Alt,HML,0.08969925077727182,0.9388895210684131,0.01057610891493388,176
EM_Debt_Local_Alt,RMW,0.02227707180957956,0.2047008347280911,0.0002714218920443212,176
EM_Debt_Local_Alt,CMA,0.012026339656386484,0.14006729407220608,8.172467107836479e-05,176
UST_Short_1_3Y,Mkt-RF,-0.011100547574534898,-1.1161786443799802,0.0151871797389459,246
UST_Short_1_3Y,SMB,-0.019047832856058322,-1.6437908336896008,0.015898306474602997,246
UST_Short_1_3Y,HML,-0.016832984854780533,-1.6559676455931305,0.018166945690201608,246
UST_Short_1_3Y,RMW,0.024085751831470038,1.7263423953093753,0.01452379306705942,246
UST_Short_1_3Y,CMA,-0.005270030788443063,-0.3292323022868221,0.00067301340256265,246
UST_Intermediate_7_10Y,Mkt-RF,-0.03468210828382672,-0.8484496543482989,0.006842804262706448,246
UST_Intermediate_7_10Y,SMB,-0.12103420914022751,-2.294311751890655,0.0296285777641766,246
UST_Intermediate_7_10Y,HML,-0.1512298475348958,-3.659153956373678,0.06768142450524373,246
UST_Intermediate_7_10Y,RMW,0.11930245214945871,1.6443869511920333,0.016447246000441784,246
UST_Intermediate_7_10Y,CMA,-0.09112234640543872,-1.33296707466762,0.009287140298420038,246
UST_Long_20Y_Plus,Mkt-RF,-0.08403267659950821,-0.9618188986646072,0.009040225847083305,246
UST_Long_20Y_Plus,SMB,-0.2503183144224003,-2.0996457664473565,0.028519344013150816,246
UST_Long_20Y_Plus,HML,-0.32129917456965634,-3.2866233972971926,0.0687501153109854,246
UST_Long_20Y_Plus,RMW,0.15092567761775044,0.9652620647867823,0.0059235282706244785,246
UST_Long_20Y_Plus,CMA,-0.18677414461245342,-1.3336518797986856,0.008780625994057822,246
UST_TIPS,Mkt-RF,0.11921995465830315,3.021655002699442,0.1237374533791703,190
UST_TIPS,SMB,0.0064222149166273945,0.16530705800749224,0.0001458043756199512,190
UST_TIPS,HML,-0.07777747506710087,-2.645829189547295,0.031019318437802923,190
UST_TIPS,RMW,0.10239302017124706,1.9065356617572498,0.023294630480715894,190
UST_TIPS,CMA,-0.07873562541216883,-1.6065048314187786,0.01367866533094897,190
US_REIT,Mkt-RF,1.0291042928689744,9.466603659001345,0.539621939978545,246
US_REIT,SMB,0.8766898076833464,4.081431000427415,0.13923041834746752,246
US_REIT,HML,0.492343488324139,2.105852175300274,0.06425080015777984,246
US_REIT,RMW,-0.3272284095058605,-1.1955927868865601,0.011082663121793623,246
US_REIT,CMA,-0.013273376576198263,-0.0701759561962428,1.764991958763673e-05,246
Intl_REIT,Mkt-RF,0.7709329479472765,12.387455677330701,0.47721655989736966,187
Intl_REIT,SMB,0.4571345084056355,2.7318726717339827,0.06832266696927414,187
Intl_REIT,HML,0.21688442854591444,1.3129291664702312,0.022591682010554726,187
Intl_REIT,RMW,-0.024037520377450237,-0.11403300812000379,0.00012098332426457858,187
Intl_REIT,CMA,-0.00043363633184027167,-0.0030463488101336576,3.900934475442597e-08,187
Broad_Commodities,Mkt-RF,0.5298665703188393,5.175653533677296,0.19714130783772965,244
Broad_Commodities,SMB,0.34592630484198683,2.243588148978695,0.02932453959327941,244
Broad_Commodities,HML,0.4209685529342315,3.488742802209659,0.06478131505483942,244
Broad_Commodities,RMW,-0.094731260312203,-0.4583183970077171,0.0012797948848390917,244
Broad_Commodities,CMA,0.10107968663718506,0.45200762712754444,0.0014065569515192555,244
Gold,Mkt-RF,0.08108956512408215,1.1999081533717737,0.0053132105509453575,246
Gold,SMB,-0.16448661520433125,-1.4391368984584203,0.007772479855672199,246
Gold,HML,-0.1508109615178764,-1.647083256419,0.009560139424939162,246
Gold,RMW,0.32702867976690986,2.1741535577477435,0.01755375675493731,246
Gold,CMA,-0.09549995877373132,-0.6586068635681859,0.0014489137441543454,246
