Date,Portfolio_Return
2016-01-01,-0.024401202614171096
2016-02-01,-0.002312928459462462
2016-03-01,0.05166492442881292
2016-04-01,0.018141568322331332
2016-05-01,0.015927919213579243
2016-06-01,0.0190945829042014
2016-07-01,0.04950834712178656
2016-08-01,0.018011114697902827
2016-09-01,0.023523546883798173
2016-10-01,-0.030400803526658374
2016-11-01,0.059173478927013134
2016-12-01,0.009804337583282897
2017-01-01,0.005011370268605165
2017-02-01,0.007513579419469656
2017-03-01,0.004200026142082447
2017-04-01,0.0015142855811531384
2017-05-01,-0.022495240339001427
2017-06-01,-0.0033142395935519247
2017-07-01,0.020673171698958884
2017-08-01,0.009604080319865833
2017-09-01,0.06276982364649046
2017-10-01,0.05727578972614489
2017-11-01,0.03370345975520728
2017-12-01,-0.007409475294896675
2018-01-01,0.010990743313260012
2018-02-01,-0.032464195767092266
2018-03-01,-0.03303346154567151
2018-04-01,-0.008098554233933304
2018-05-01,0.017582983975610585
2018-06-01,-0.00463946462796111
2018-07-01,0.046224135923250385
2018-08-01,0.02364227327371549
2018-09-01,-0.004449835193577037
2018-10-01,-0.0746309715903198
2018-11-01,-0.005107304408265109
2018-12-01,-0.09513536861320394
2019-01-01,0.08662254632383282
2019-02-01,0.06186163286657721
2019-03-01,0.0026519674929664882
2019-04-01,0.06428458361126618
2019-05-01,-0.07460060934320366
2019-06-01,0.0473578415239959
2019-07-01,0.0036311680764994116
2019-08-01,-0.052413664052755146
2019-09-01,0.06718717461352298
2019-10-01,0.009926688099544508
2019-11-01,0.035771857765673785
2019-12-01,0.018032251983218166
2020-01-01,-0.0005861477260545606
2020-02-01,-0.0792015764196473
2020-03-01,-0.07900699453847697
2020-04-01,0.42838298800256086
2020-05-01,-0.04093123360976443
2020-06-01,-0.1151752918556171
2020-07-01,-0.05869124918552694
2020-08-01,0.007987027187919805
2020-09-01,-0.0693147562170751
2020-10-01,-0.022611623684847315
2020-11-01,0.12943193279272158
2020-12-01,0.012187880420156238
2021-01-01,-0.008169396344443301
2021-02-01,0.08643340405093322
2021-03-01,0.019743803999360626
2021-04-01,0.03286781450700178
2021-05-01,0.004495713804767952
2021-06-01,0.014310440242266846
2021-07-01,0.008617736142126657
2021-08-01,0.05552572897486784
2021-09-01,-0.0007675652314277429
2021-10-01,0.019884577738131102
2021-11-01,-0.042107074479552156
2021-12-01,0.07287332979296735
2022-01-01,0.015347643796189928
2022-02-01,-0.014547176691092976
2022-03-01,0.015323544296252696
2022-04-01,-0.030103453247221103
2022-05-01,0.024371375188204918
2022-06-01,-0.08152779472081757
2022-07-01,0.09750009348691539
2022-08-01,-0.02566538581260382
2022-09-01,-0.07908389903691844
2022-10-01,0.10447999740863383
2022-11-01,0.0647015066781725
2022-12-01,-0.004596542871329861
2023-01-01,0.0426619970403936
2023-02-01,-0.012865316845910644
2023-03-01,-0.044821768873151056
2023-04-01,0.0005938080304208901
2023-05-01,-0.028794459276369408
2023-06-01,0.055300795851478346
2023-07-01,0.011558440601406879
2023-08-01,-0.03243301206961612
2023-09-01,-0.03397913708995351
2023-10-01,-0.03903479227582487
2023-11-01,0.07367622969890186
2023-12-01,0.059249750887213806
2024-01-01,0.013332277704690552
2024-02-01,0.018899909663927822
2024-03-01,0.03839916212247904
2024-04-01,-0.021606891496461982
2024-05-01,0.021765449335793656
2024-06-01,0.0010525707302095205
2024-07-01,0.055238540518212864
2024-08-01,-0.002080386907616517
2024-09-01,0.01770700614205264
2024-10-01,-0.02256893977218461
2024-11-01,0.06252596171243899
2024-12-01,-0.06646540955350143
2025-01-01,0.0739314935361541
2025-02-01,-0.0024272207725727253
2025-03-01,-0.05179981966045147
2025-04-01,-0.020755535107901783
2025-05-01,0.03068912350498056
2025-06-01,0.015164449522154816
2025-07-01,0.005689682000465335
2025-08-01,0.05866473695823926
2025-09-01,0.008237251087733275
2025-10-01,-0.00014450854344815085
2025-11-01,-0.022310363629532627
2025-12-01,-0.020831085940357767
2026-01-01,0.011302274231514899
2026-02-01,-0.040730488263320076
2026-03-01,-0.05044481733769046
2026-04-01,0.0571357007802712
2026-05-01,0.0014935295744860598
2026-06-01,-0.027223303635210118
